,phylum,class,order,family,genus,species,taxon
9034,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. RAC01,Acidovorax sp. RAC01
9043,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Hydrogenophaga pseudoflava,Hydrogenophaga pseudoflava
9804,Proteobacteria,Gammaproteobacteria,,,,,unclassified Gammaproteobacteria
10131,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri,Pseudomonas stutzeri
13445,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Teredinibacter,Teredinibacter turnerae,Teredinibacter turnerae T7901
2683,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus krulwichiae,Bacillus krulwichiae
20,Proteobacteria,Alphaproteobacteria,Rhizobiales,Chelatococcaceae,Chelatococcus,,Chelatococcus
156,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Thalassospira,Thalassospira indica,Thalassospira indica
252,Proteobacteria,Alphaproteobacteria,Sphingomonadales,,,,Sphingomonadales
356,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,,Rhodobiaceae bacterium,Rhodobiaceae bacterium
507,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae
563,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium oceanicum,Mesorhizobium oceanicum
770,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Hoeflea,Hoeflea sp. IMCC20628,Hoeflea sp. IMCC20628
778,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,Devosia sp. I507,Devosia sp. I507
779,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,Devosia sp. 1566,Devosia sp. 1566
1031,Proteobacteria,Alphaproteobacteria,Pelagibacterales,,,,Pelagibacterales
1035,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Tistrella,Tistrella mobilis,Tistrella mobilis KA081020-065
2135,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus <bacterium>,Planococcus sp. Y42,Planococcus sp. Y42
2148,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus <bacterium>,,Planococcus <bacterium>
2744,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus smithii,Bacillus smithii
2820,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus infantis,Bacillus infantis NRRL B-14911
5450,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Micrococcaceae,Auritidibacter,Auritidibacter sp. NML130574,Auritidibacter sp. NML130574
7515,Bacteroidetes <phylum>,Cytophagia,Cytophagales,Flammeovirgaceae,,,Flammeovirgaceae
7517,Bacteroidetes <phylum>,Cytophagia,Cytophagales,,,,Cytophagales
7765,,Candidatus Babeliae,Candidatus Babeliales,Candidatus Babeliaceae,Candidatus Babela,Candidatus Babela massiliensis,Candidatus Babela massiliensis
8214,Proteobacteria,Epsilonproteobacteria,Nautiliales,Nautiliaceae,,,Nautiliaceae
8352,Proteobacteria,Deltaproteobacteria,Myxococcales,,,,Sorangiineae
9762,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella sp. FDC440,Francisella sp. FDC440
10028,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,Marinobacter sp. Arc7-DN-1,Marinobacter sp. Arc7-DN-1
10041,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,,Alcanivorax
10557,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas aestuarii,Halomonas aestuarii
10561,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,Halomonas
10586,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,,,Halomonadaceae
3290,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus,Streptococcus thermophilus ND03
4628,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus lugdunensis,Staphylococcus lugdunensis
4901,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister sp. Marseille-P5638,Dialister sp. Marseille-P5638
5060,Actinobacteria <phylum>,Actinobacteria <class>,Glycomycetales,Glycomycetaceae,Stackebrandtia,Stackebrandtia nassauensis,Stackebrandtia nassauensis DSM 44728
6256,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium imitans,Corynebacterium imitans
7224,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,Tannerella forsythia,Tannerella forsythia 92A2
7511,Bacteroidetes <phylum>,Cytophagia,Cytophagales,Amoebophilaceae,,,Amoebophilaceae
10336,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas protegens,Pseudomonas protegens Pf-5
273,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium yanoikuyae,Sphingobium yanoikuyae
558,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Nitratireductor,Nitratireductor sp. OM-1,Nitratireductor sp. OM-1
1959,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Paeniclostridium,Paeniclostridium sordellii,Paeniclostridium sordellii
4530,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,Staphylococcus aureus
4853,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,Halanaerobium hydrogeniformans,Halanaerobium hydrogeniformans
4975,Chloroflexi <phylum>,Thermomicrobia <class>,,,,,Thermomicrobia <class>
5472,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter crystallopoietes,Arthrobacter crystallopoietes
6632,Gemmatimonadetes <phylum>,Gemmatimonadetes <class>,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Gemmatimonas aurantiaca,Gemmatimonas aurantiaca T-27
6954,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,,Candidatus Sulcia,Candidatus Sulcia muelleri,Candidatus Sulcia muelleri
7179,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,,,,Bacteroidales
8268,Proteobacteria,Oligoflexia,Bacteriovoracales,Halobacteriovoraceae,Halobacteriovorax,,Halobacteriovorax
8528,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas sp. ASS1,Stenotrophomonas sp. ASS1
9835,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sp. AntiMn-1,Psychrobacter sp. AntiMn-1
172,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium sp. THN1,Novosphingobium sp. THN1
492,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sedimentitalea,Sedimentitalea sp. W43,Sedimentitalea sp. W43
699,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Neorhizobium,Neorhizobium sp. NCHU2750,Neorhizobium sp. NCHU2750
769,Proteobacteria,Alphaproteobacteria,,,,,Alphaproteobacteria
2055,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus mediterraneensis,Anaerococcus mediterraneensis
3128,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sanguinis,Streptococcus sanguinis
4553,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus
8841,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter xylosoxidans,Achromobacter xylosoxidans
9027,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax carolinensis,Acidovorax carolinensis
13260,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Paraglaciecola,Paraglaciecola psychrophila,Paraglaciecola psychrophila 170
798,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp. MF30-B,Brevundimonas sp. MF30-B
1682,Firmicutes,Clostridia,Thermoanaerobacterales,,,,Thermoanaerobacterales
3884,Fusobacteria <phylum>,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia sp. oral taxon 212,Leptotrichia sp. oral taxon 212
7194,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis,Porphyromonas gingivalis
7344,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,,,,Bacteroidales
9343,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia pickettii,Ralstonia pickettii 12J
10069,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas psychrotolerans,Pseudomonas psychrotolerans
12712,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus influenzae,Haemophilus influenzae 86-028NP
368,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hyphomonas,,Hyphomonas
776,Proteobacteria,Alphaproteobacteria,,,,,Alphaproteobacteria
1178,Deinococcus-Thermus,Deinococci,,,,,Deinococci
1189,Spirochaetes <phylum>,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta,Spirochaeta africana,Spirochaeta africana DSM 8902
1252,Spirochaetes <phylum>,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,,Treponema
1279,Spirochaetes <phylum>,Spirochaetia,Leptospirales,Leptospiraceae,Turneriella,Turneriella parva,Turneriella parva DSM 21527
1283,Spirochaetes <phylum>,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,Leptospira santarosai,Leptospira santarosai serovar Shermani str. LT 821
1374,Cyanobacteria,,Oscillatoriales,Oscillatoriaceae,Moorea <Cyanobacteria>,Moorea producens,Moorea producens PAL-8-15-08-1
1453,Cyanobacteria,,Synechococcales,Acaryochloridaceae,Acaryochloris,Acaryochloris marina,Acaryochloris marina MBIC11017
1526,Cyanobacteria,Gloeobacteria,Gloeobacterales,Gloeobacteraceae,Gloeobacter,,Gloeobacter
1530,Dictyoglomi <phylum>,Dictyoglomia,Dictyoglomales,Dictyoglomaceae,Dictyoglomus,,Dictyoglomus
1585,Synergistetes,Synergistia,Synergistales,Synergistaceae,Acetomicrobium,Acetomicrobium mobile,Acetomicrobium mobile DSM 13181
1586,Synergistetes,Synergistia,Synergistales,Synergistaceae,Thermovirga,Thermovirga lienii,Thermovirga lienii DSM 17291
1589,Synergistetes,Synergistia,Synergistales,Synergistaceae,,,Synergistaceae
1594,Coprothermobacterota,Coprothermobacteria,Coprothermobacterales,Coprothermobacteraceae,Coprothermobacter,Coprothermobacter proteolyticus,Coprothermobacter proteolyticus DSM 5265
1596,Thermotogae <phylum>,Thermotogae <class>,Kosmotogales,Kosmotogaceae,Mesotoga,Mesotoga prima,Mesotoga prima MesG1.Ag.4.2
1652,Thermotogae <phylum>,Thermotogae <class>,,,,,Thermotogae <class>
1653,,,,,,,Bacteria <prokaryotes>
1675,Firmicutes,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae,Thermodesulfobium,,Thermodesulfobium
1678,Firmicutes,Clostridia,,,,,Clostridia
1679,Firmicutes,Clostridia,,,,,Clostridia
1683,Firmicutes,Clostridia,,,,,Clostridia
1691,Firmicutes,Limnochordia,Limnochordales,Limnochordaceae,Limnochorda,Limnochorda pilosa,Limnochorda pilosa
1694,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Carboxydothermus,Carboxydothermus hydrogenoformans,Carboxydothermus hydrogenoformans Z-2901
1695,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermacetogenium,Thermacetogenium phaeum,Thermacetogenium phaeum DSM 12270
1702,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophomonas,Syntrophomonas wolfei,Syntrophomonas wolfei subsp. wolfei str. Goettingen G311
1732,Firmicutes,Clostridia,Clostridiales,,,,Clostridiales
1740,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,Ruminococcaceae
1745,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Fastidiosipila,Fastidiosipila sanguinis,Fastidiosipila sanguinis
1751,Firmicutes,Clostridia,Clostridiales,,,,Clostridiales
1860,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Candidatus Arthromitus,,Candidatus Arthromitus
2049,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerotignum,Anaerotignum propionicum,Anaerotignum propionicum DSM 1682
2090,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,,,Eubacteriaceae
3473,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus
4856,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halocella,Halocella sp. SP3-1,Halocella sp. SP3-1
4858,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halothermothrix,Halothermothrix orenii,Halothermothrix orenii H 168
4863,Firmicutes,Clostridia,Halanaerobiales,,,,Halanaerobiales
4864,Firmicutes,Clostridia,Halanaerobiales,,,,Halanaerobiales
4866,,,,,,,Bacteria <prokaryotes>
4932,Firmicutes,,,,,endosymbiont 'TC1' of Trimyema compressum,endosymbiont 'TC1' of Trimyema compressum
4964,,,,,,,Bacteria <prokaryotes>
4965,,,,,Thermobaculum,Thermobaculum terrenum,Thermobaculum terrenum ATCC BAA-798
4976,Chloroflexi <phylum>,,,,,,Chloroflexi <phylum>
4977,,,,,,,Terrabacteria group
5007,,,,,,,Terrabacteria group
5009,,,,,,,Terrabacteria group
6618,Actinobacteria <phylum>,,,,,,Actinobacteria <phylum>
6626,Actinobacteria <phylum>,,,,,,Actinobacteria <phylum>
6639,,,,,,,FCB group
6640,Calditrichaeota,Calditrichae,Calditrichales,Calditrichaceae,Caldithrix,Caldithrix abyssi,Caldithrix abyssi DSM 13497
6685,Bacteroidetes <phylum>,,Bacteroidetes Order II. Incertae sedis,Rhodothermaceae,,Rhodothermaceae bacterium RA,Rhodothermaceae bacterium RA
7530,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium,Ignavibacterium album,Ignavibacterium album JCM 16511
7533,,,,,,,Bacteria <prokaryotes>
7534,,,,,,,Bacteria <prokaryotes>
7546,,,,,,,Bacteria <prokaryotes>
7561,Nitrospirae,Nitrospira <class>,Nitrospirales,Nitrospiraceae,Leptospirillum,,Leptospirillum
7562,Nitrospirae,Nitrospira <class>,Nitrospirales,Nitrospiraceae,,,Nitrospiraceae
7564,Planctomycetes <phylum>,Candidatus Brocadiae,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Kuenenia,Candidatus Kuenenia stuttgartiensis,Candidatus Kuenenia stuttgartiensis
7569,Planctomycetes <phylum>,Phycisphaerae,,,,,Phycisphaerae
7581,Planctomycetes <phylum>,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera brasiliensis,Rubinisphaera brasiliensis DSM 5305
7598,Lentisphaerae,Lentisphaeria,Victivallales,,,Victivallales bacterium CCUG 44730,Victivallales bacterium CCUG 44730
7600,Chlamydiae <phylum>,Chlamydiia,Parachlamydiales,Simkaniaceae,Simkania,Simkania negevensis,Simkania negevensis Z
7607,Chlamydiae <phylum>,Chlamydiia,Parachlamydiales,,,,Parachlamydiales
7700,,,,,,,PVC group
7733,,,,,,,Bacteria <prokaryotes>
7734,,,,,,,Bacteria <prokaryotes>
7760,Elusimicrobia <phylum>,,,,,,Elusimicrobia <phylum>
7761,,,,,,,Bacteria <prokaryotes>
7762,,,,,,,Bacteria <prokaryotes>
7763,,,,,,,Bacteria <prokaryotes>
7764,,,,,,,Bacteria <prokaryotes>
7779,Candidatus Saccharibacteria,,,,,,Candidatus Saccharibacteria
8219,Proteobacteria,Deltaproteobacteria,Desulfurellales,Desulfurellaceae,,,Desulfurellaceae
8312,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,Desulfobulbus oralis,Desulfobulbus oralis
8318,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,,,Desulfobulbaceae
8319,Proteobacteria,Deltaproteobacteria,,,,,Deltaproteobacteria
8321,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus baarsii,Desulfarculus baarsii DSM 2075
8322,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatibacillum,Desulfatibacillum aliphaticivorans,Desulfatibacillum aliphaticivorans
8325,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus,,Desulfococcus
8330,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,,,Desulfobacteraceae
8332,Proteobacteria,Deltaproteobacteria,,,,,Deltaproteobacteria
8333,Proteobacteria,Deltaproteobacteria,,,,,Deltaproteobacteria
8334,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfomonile,Desulfomonile tiedjei,Desulfomonile tiedjei DSM 6799
8354,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,Anaeromyxobacter sp. Fw109-5,Anaeromyxobacter sp. Fw109-5
8384,Proteobacteria,Deltaproteobacteria,Myxococcales,,,,Cystobacterineae
8385,Proteobacteria,Deltaproteobacteria,Myxococcales,,,,Myxococcales
8390,,,,,,,Bacteria <prokaryotes>
8397,Proteobacteria,Gammaproteobacteria,Nevskiales,Sinobacteraceae,Solimonas,Solimonas sp. K1W22B-7,Solimonas sp. K1W22B-7
9559,Proteobacteria,Gammaproteobacteria,,,,endosymbiont of unidentified scaly snail isolate Monju,endosymbiont of unidentified scaly snail isolate Monju
9655,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
9658,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,,Thioalkalivibrio
12551,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella <enterobacteria>,Edwardsiella tarda,Edwardsiella tarda EIB202
13479,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,,Acidithiobacillus
13482,,,,,,,Bacteria <prokaryotes>
233,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,,,Erythrobacteraceae
236,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Porphyrobacter,Porphyrobacter neustonensis,Porphyrobacter neustonensis
294,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,,Sphingobium
349,Proteobacteria,Alphaproteobacteria,Sphingomonadales,,,,Sphingomonadales
412,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter blasticus,Rhodobacter blasticus
565,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2,Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2
644,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium vitis,Agrobacterium vitis S4
645,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Neorhizobium,Neorhizobium galegae,Neorhizobium galegae bv. officinalis bv. officinalis str. HAMBI 1141
1026,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,Candidatus Pelagibacter ubique HTCC1062
1073,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,Roseomonas gilardii,Roseomonas gilardii
1408,Cyanobacteria,,,,,,Cyanobacteria
1448,Cyanobacteria,,Synechococcales,Leptolyngbyaceae,Leptolyngbya,Leptolyngbya sp. O-77,Leptolyngbya sp. O-77
1452,Cyanobacteria,,Synechococcales,Leptolyngbyaceae,Leptolyngbya,,Leptolyngbya
1470,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. CC9311,Synechococcus sp. CC9311
1761,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Thermoclostridium,Thermoclostridium stercorarium,Thermoclostridium stercorarium subsp. stercorarium DSM 8532
1938,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,,Clostridiaceae
1944,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,Clostridium
1982,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides difficile
2031,Firmicutes,Clostridia,Clostridiales,,,,Clostridiales
2076,Firmicutes,Tissierellia,Tissierellales,Tissierellaceae,Soehngenia,Soehngenia sp. W6,Soehngenia sp. W6
2115,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Thermoactinomyces,Thermoactinomyces vulgaris,Thermoactinomyces vulgaris
2169,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus sp. 2017,Lysinibacillus sp. 2017
2190,Firmicutes,Bacilli,Bacillales,,,,Bacillales
2709,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,Virgibacillus phasianinus,Virgibacillus phasianinus
2724,Firmicutes,Bacilli,Bacillales,Bacillaceae,,,Bacillaceae
2742,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,,Bacillus <bacterium>
2764,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus thermodenitrificans,Geobacillus thermodenitrificans NG80-2
3891,Fusobacteria <phylum>,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,,,Leptotrichiaceae
3962,Fusobacteria <phylum>,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,,,Fusobacteriaceae
4344,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,Macrococcus sp. IME1552,Macrococcus sp. IME1552
4690,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Ruegeria sp. NKC1-1,Ruegeria sp. NKC1-1
4714,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Thermobacillus,Thermobacillus composti,Thermobacillus composti KWC4
4731,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. CAA11,Paenibacillus sp. CAA11
4933,Firmicutes,Clostridia,Clostridiales,Heliobacteriaceae,Heliobacterium,Heliobacterium modesticaldum,Heliobacterium modesticaldum Ice1
5017,Actinobacteria <phylum>,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,,,Coriobacteriaceae
5055,Actinobacteria <phylum>,Nitriliruptoria,Euzebyales,Euzebyaceae,Euzebya,Euzebya sp. DY32-46,Euzebya sp. DY32-46
5093,Actinobacteria <phylum>,Actinobacteria <class>,Nakamurellales,Nakamurellaceae,Nakamurella,,Nakamurella
5132,Actinobacteria <phylum>,Actinobacteria <class>,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces ambofaciens,Streptomyces ambofaciens
5401,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Dermacoccaceae,Luteipulveratus,Luteipulveratus mongoliensis,Luteipulveratus mongoliensis
5413,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Intrasporangiaceae,Ornithinimicrobium,Ornithinimicrobium flavum,Ornithinimicrobium flavum
5416,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Intrasporangiaceae,,,Intrasporangiaceae
5514,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Micrococcaceae,,,Micrococcaceae
5759,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Bogoriellaceae,Georgenia,,Georgenia
5777,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Promicromonosporaceae,,,Promicromonosporaceae
5787,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Sanguibacteraceae,Sanguibacter,Sanguibacter keddieii,Sanguibacter keddieii DSM 10542
5829,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Microbacteriaceae,Microcella,Microcella alkaliphila,Microcella alkaliphila
5871,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Microbacteriaceae,Salinibacterium,,Salinibacterium
5941,Actinobacteria <phylum>,Actinobacteria <class>,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. dk3136,Nocardioides sp. dk3136
6052,Actinobacteria <phylum>,Actinobacteria <class>,Actinopolysporales,Actinopolysporaceae,Actinopolyspora,Actinopolyspora erythraea,Actinopolyspora erythraea
6079,Actinobacteria <phylum>,Actinobacteria <class>,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia dioxanivorans,Pseudonocardia dioxanivorans CB1190
6258,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,Corynebacterium
6300,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium glyciniphilum,Corynebacterium glyciniphilum AJ 3170
6586,Actinobacteria <phylum>,Actinobacteria <class>,Streptosporangiales,Thermomonosporaceae,,,Thermomonosporaceae
6623,Actinobacteria <phylum>,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,,Rubrobacter
6633,Gemmatimonadetes <phylum>,Gemmatimonadetes <class>,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Gemmatimonas phototrophica,Gemmatimonas phototrophica
6861,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,Flavobacteriaceae
6950,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,,,Candidatus Uzinura diaspidicola,Candidatus Uzinura diaspidicola str. ASNER
7254,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides <genus>,Bacteroides fragilis,Bacteroides fragilis
7288,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides <genus>,Bacteroides vulgatus,Bacteroides vulgatus ATCC 8482
7386,Bacteroidetes <phylum>,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter sp. PACM 27299,Pedobacter sp. PACM 27299
7411,Bacteroidetes <phylum>,Chitinophagia,Chitinophagales,Chitinophagaceae,,,Chitinophagaceae
7426,Bacteroidetes <phylum>,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,Cytophaga hutchinsonii,Cytophaga hutchinsonii ATCC 33406
7491,Bacteroidetes <phylum>,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter sp. DG01,Hymenobacter sp. DG01
7556,Nitrospirae,Nitrospira <class>,Nitrospirales,Nitrospiraceae,Nitrospira <genus>,,Nitrospira <genus>
